stratum,class,comment,summary,Expand,rational,deprecation,usage,exception,todo,Incomplete,Commentedcode,directive,formatter,License,Ownership,Pointer,Autogenerated,Noise,Warning,Recommendation,Precondition,CodingGuidelines,Extension,Subclassexplnation,Observation
6,InternalContainerAnnotationForJS.java,"* Annotation enabling using multiple {@link JavaScript @JavaScript}
 * annotations.
 * <p>
 * <b>NOT meant to be used</b>, for multiple JavaScript dependencies,
 * {@link JavaScript @JavaScript} should be used instead.
 *
 * @author Vaadin Ltd
 * @since 8.0","* Annotation enabling using multiple {@link JavaScript @JavaScript}
 * annotations.",,,* @since 8.0,,,,,,,,,* @author Vaadin Ltd,,,,"* <p>
 * <b>NOT meant to be used</b>, for multiple JavaScript dependencies,
 * {@link JavaScript @JavaScript} should be used instead.",,,,,,
6,MyPickerConnector.java,"* Mini tutorial code for
 * https://vaadin.com/wiki/-/wiki/Main/Widget%20styling%20using%20only%20CSS,
 * https
 * ://vaadin.com/wiki/-/wiki/Main/Lightweight%20calculations%20of%20widget%20l
 * ayout and https://vaadin.com/wiki/-/wiki/Main/Complex%20widget%20layouts
 *
 * @author Vaadin Ltd
 * @since 7.0.0",* Mini tutorial code for,,,* @since 7.0.0,,,,,,,,,* @author Vaadin Ltd,"* Mini tutorial code for
 * https://vaadin.com/wiki/-/wiki/Main/Widget%20styling%20using%20only%20CSS,
 * https
 * ://vaadin.com/wiki/-/wiki/Main/Lightweight%20calculations%20of%20widget%20l
 * ayout and https://vaadin.com/wiki/-/wiki/Main/Complex%20widget%20layouts
 *",,,,,,,,,
6,NotEmptyValidatorTest.java,"* @author Vaadin Ltd
 *",,,,,,,,,,,,,@author Vaadin Ltd,,,,,,,,,,
6,PopupView.java,"*
 * A component for displaying a two different views to data. The minimized view
 * is normally used to render the component, and when it is clicked the full
 * view is displayed on a popup. The inner class {@link PopupView.Content} is
 * used to deliver contents to this component.
 *
 * @author Vaadin Ltd.
 | Constructors |
     * Methods inherited from AbstractComponentContainer. These are unnecessary
     * (but mandatory). Most of them are not supported in this implementation.
     |
     * Used to deliver customized content-packages to the PopupView. These are
     * dynamically loaded when they are redrawn. The user must take care that
     * neither of these methods ever return null.
     | Constructors |
     * Methods inherited from AbstractComponentContainer. These are unnecessary
     * (but mandatory). Most of them are not supported in this implementation.
     |
     * This event is received by the PopupVisibilityListeners when the
     * visibility of the popup changes. You can get the new visibility directly
     * with {@link #isPopupVisible()}, or get the PopupView that produced the
     * event with {@link #getPopupView()}.
     *
     | Constructors |
     * Methods inherited from AbstractComponentContainer. These are unnecessary
     * (but mandatory). Most of them are not supported in this implementation.
     |
     * Defines a listener that can receive a PopupVisibilityEvent when the
     * visibility of the popup changes.
     *","* A component for displaying a two different views to data. The minimized view
 * is normally used to render the component, and when it is clicked the full
 * view is displayed on a popup. The inner class {@link PopupView.Content} is
 * used to deliver contents to this component.","| Constructors |
     * Methods inherited from AbstractComponentContainer. These are unnecessary
     * (but mandatory). Most of them are not supported in this implementation.
     |
     * This event is received by the PopupVisibilityListeners when the
     * visibility of the popup changes. You can get the new visibility directly
     * with {@link #isPopupVisible()}, or get the PopupView that produced the
     * event with {@link #getPopupView()}.
     *
     | Constructors |
     * Methods inherited from AbstractComponentContainer. These are unnecessary
     * (but mandatory). Most of them are not supported in this implementation.
     |
     * Defines a listener that can receive a PopupVisibilityEvent when the
     * visibility of the popup changes.","| Constructors |
     * Methods inherited from AbstractComponentContainer. These are unnecessary
     * (but mandatory). Most of them are not supported in this implementation.",,,,,,,,,,' @author Vaadin Ltd.,,,,"* Used to deliver customized content-packages to the PopupView. These are
     * dynamically loaded when they are redrawn. The user must take care that
     * neither of these methods ever return null.","The user must take care that
     * neither of these methods ever return null.",,,,,
6,PortletDummyRequestHandler.java,"* Request handler which provides a dummy HTML response to any resource request
 * with the resource id DUMMY.
 *
 * @author Vaadin Ltd
 * @since 7.1","Request handler which provides a dummy HTML response to any resource request
 * with the resource id DUMMY.",,,@since 7.1,,,,,,,,,@author Vaadin Ltd,,,,,,,,,,
6,QueryBuilder.java,"* @deprecated As of 8.0, no replacement available.",,,,"@deprecated As of 8.0, no replacement available.",,,,,,,,,,,,,,,,,,,
6,RequiredTextFieldTest.java,"* Test for .v-required style
 *
 * @author Vaadin Ltd",Test for .v-required style,,,,,,,,,,,,@author Vaadin Ltd,,,,,,,,,,
6,RpcDataProviderExtension.java,"* Provides Vaadin server-side container data source to a
 * {@link com.vaadin.v7.client.connectors.GridConnector GridConnector}. This is currently
 * implemented as an Extension hardcoded to support a specific connector type.
 * This will be changed once framework support for something more flexible has
 * been implemented.
 *
 * @since 7.4
 * @author Vaadin Ltd
 *
 * @deprecated As of 8.0, no replacement available.
 |
     * Class for keeping track of current items and ValueChangeListeners.
     *
     * @since 7.6
     |
     * A class to listen to changes in property values in the Container added
     * with {@link Grid#setContainerDatasource(com.vaadin.v7.data.Container.Indexed)
     * Grid#setContainerDatasource(Container.Indexed)},
     * and notifies the data source to update the client-side representation
     * of the modified item.
     * <p>
     * One instance of this class can (and should) be reused for all the
     * properties in an item, since this class will inform that the entire row
     * needs to be re-evaluated (in contrast to a property-based change
     * management)
     * <p>
     * Since there's no Container-wide possibility to listen to any kind of
     * value changes, an instance of this class needs to be attached to each and
     * every Item's Property in the container.
     *
     * @see Grid#addValueChangeListener(com.vaadin.v7.data.Container, Object, Object)
     *      Grid#addValueChangeListener(Container, Object, Object)
     * @see Grid#valueChangeListeners","Provides Vaadin server-side container data source to a
 * {@link com.vaadin.v7.client.connectors.GridConnector GridConnector}. This is currently
 * implemented as an Extension hardcoded to support a specific connector type.
 Class for keeping track of current items and ValueChangeListeners.",,,"@since 7.4
 @deprecated As of 8.0, no replacement available.
 @since 7.6",,,,,,,,,@author Vaadin Ltd,"* @see Grid#addValueChangeListener(com.vaadin.v7.data.Container, Object, Object)
     *      Grid#addValueChangeListener(Container, Object, Object)
     * @see Grid#valueChangeListeners",,,"* This will be changed once framework support for something more flexible has
 * been implemented. 
     * One instance of this class can (and should) be reused for all the
     * properties in an item, since this class will inform that the entire row
     * needs to be re-evaluated (in contrast to a property-based change
     * management)
     * <p>
     * Since there's no Container-wide possibility to listen to any kind of
     * value changes, an instance of this class needs to be attached to each and
     * every Item's Property in the container.",,,,,,
6,SelectAllEvent.java,"* A select all event, fired by the Grid when it needs all rows in data source
 * to be selected, OR when all rows have been selected and are now deselected.
 *
 * @since 7.4
 * @author Vaadin Ltd
 * @param <T>
 *            the type of the rows in grid","* A select all event, fired by the Grid when it needs all rows in data source
 * to be selected, OR when all rows have been selected and are now deselected.
 *",,"* A select all event, fired by the Grid when it needs all rows in data source
 * to be selected, OR when all rows have been selected and are now deselected.
 *",* @since 7.4,"* @param <T>
 *            the type of the rows in grid",,,,,,,,* @author Vaadin Ltd,,,,,,,,,,
6,ShouldWriteDataDelegate.java,"* Delegate used by {@link DesignContext} to determine whether container data
 * should be written out for a component.
 *
 * @see DesignContext#shouldWriteData(Component)
 *
 * @since 7.5.0
 * @author Vaadin Ltd","* Delegate used by {@link DesignContext} to determine whether container data
 * should be written out for a component.",,"* Delegate used by {@link DesignContext} to determine whether container data
 * should be written out for a component.",* @since 7.5.0,,,,,,,,,* @author Vaadin Ltd,"* Delegate used by {@link DesignContext} to determine whether container data
 * should be written out for a component.
 * @see DesignContext#shouldWriteData(Component)",,,,,,,,,
6,SimpleGridUI.java,"* @author Vaadin Ltd
 *",,,,,,,,,,,,,@author Vaadin Ltd,,,,,,,,,,
6,SpacerVisibilityChangedEvent.java,"* Event fired when a spacer element is hidden or shown in Escalator.
 *
 * @author Vaadin Ltd
 * @since 7.7.13",,,Event fired when a spacer element is hidden or shown in Escalator.,@since 7.7.13,,,,,,,,,@author Vaadin Ltd,,,,,,,,,,
6,TargetDetailsImpl.java,"* A HashMap backed implementation of {@link TargetDetails} for termina...n.
 *
 * @since 6.3
 * @deprecated Replaced in 8.1 by {@link DropEvent#getTransferData(String)}",A HashMap backed implementation of {@link TargetDetails} for termina...n.,,,"@since 6.3
 * @deprecated Replaced in 8.1 by {@link DropEvent#getTransferData(String)}",,,,,,,,,,A HashMap backed implementation of {@link TargetDetails} for termina...n.,,,,,,,,,
6,UnknownExtensionConnector.java,"* Connector used as a placeholder for extensions that are not present in the
 * widgetset.
 *
 * @since 7.7.4
 * @author Vaadin Ltd","Connector used as a placeholder for extensions that are not present in the
 * widgetset.",,,@since 7.7.4,,,,,,,,,@author Vaadin Ltd,,,,,,,,,,
